FIPS,Area Name-Legal/Statistical Area Description,Qualifying Name,State/U.S.-Abbreviation (USPS),Region,Division,State (FIPS),Place (FIPS),FIPS Place Class Code,Place Size Code,Area (Land),Area (Water),Population Count (100%),Housing Unit Count (100%),Internal Point (Latitude),Internal Point (Longitude),Total Population,Total Population,Urban,Urban: Inside urbanized areas,Urban: Inside urban clusters,Rural,% Urban,% Urban: Inside urbanized areas,% Urban: Inside urban clusters,% Rural,Total Population,Population Density (per sq. mile),Area Total,Area (Land),Area (Water),Total Population,Male,Female,% Male,% Female,Median Age,Median Age: Male Population,Median Age: Female Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some other race Alone,% White Alone,% Black or African American Alone,% American Indian and Alaska Native Alone,% Asian Alone,% Native Hawaiian and Other Pacific Islander Alone,% Some other race Alone,Employed Civilian Population 16 Years And Over,Per capita income In 1999 Dollars,Employed civilian population 16 years and over
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_PLACE,Geo_PLACECC,Geo_PLACESC,Geo_AREALAND,Geo_AREAWATR,Geo_POP100,Geo_HU100,Geo_INTPTLAT,Geo_INTPTLON,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T002_004,SE_T002_005,PCT_SE_T002_002,PCT_SE_T002_003,PCT_SE_T002_004,PCT_SE_T002_005,SE_T003_002,SE_T003_001,SE_T004_001,SE_T004_002,SE_T004_003,SE_T005_001,SE_T005_002,SE_T005_003,PCT_SE_T005_002,PCT_SE_T005_003,SE_T013_001,SE_T013_002,SE_T013_003,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,PCT_SE_T014_002,PCT_SE_T014_003,PCT_SE_T014_004,PCT_SE_T014_005,PCT_SE_T014_006,PCT_SE_T014_007,SE_T085_001,SE_T145_001,SE_T209_001
3902638,Ashtabula city,"Ashtabula city, Ohio",OH,2,3,39,2638,C1,15,19557795,445601,20962,9151,41877138,-80796976,20962,20962,20956,0,20956,6,99.97,0,99.97,0.03,20962,2775.943,7.723355,7.551308,0.1720475,20962,9820,11142,46.85,53.15,34.9,33,36.3,17753,2053,60,84,11,527,84.69,9.79,0.29,0.4,0.05,2.51,8745,14034,8745
3902680,Ashville village,"Ashville village, Ohio",OH,2,3,39,2680,C1,12,4038079,0,3174,1337,39717550,-82952850,3174,3174,3168,0,3168,6,99.81,0,99.81,0.19,3174,2035.775,1.559111,1.559111,0,3174,1534,1640,48.33,51.67,31.3,29.8,33.1,3105,6,10,2,0,6,97.83,0.19,0.32,0.06,0,0.19,1514,16645,1514
3902722,Athalia village,"Athalia village, Ohio",OH,2,3,39,2722,C1,7,1782103,0,328,158,38512830,-82306979,328,328,251,251,0,77,76.52,76.52,0,23.48,328,476.693,0.6880739,0.6880739,0,328,159,169,48.48,51.52,35.8,35.9,35.7,322,2,2,1,0,0,98.17,0.61,0.61,0.3,0,0,118,12770,118
3902736,Athens city,"Athens city, Ohio",OH,2,3,39,2736,C1,15,21588324,0,21342,6715,39329427,-82096237,21342,21342,21141,0,21141,201,99.06,0,99.06,0.94,21342,2560.436,8.335299,8.335299,0,21342,9999,11343,46.85,53.15,21.5,21.8,21.3,19028,816,32,954,12,128,89.16,3.82,0.15,4.47,0.06,0.6,8602,11061,8602
4001150,Alderson town,"Alderson town, Oklahoma",OK,3,7,40,1150,C1,6,1404842,0,261,119,34901129,-95692376,261,261,0,0,0,261,0,0,0,100,261,481.1836,0.5424126,0.5424126,0,261,135,126,51.72,48.28,36.8,32.5,41,175,9,49,1,0,1,67.05,3.45,18.77,0.38,0,0.38,73,11513,73
4001250,Alex town,"Alex town, Oklahoma",OK,3,7,40,1250,C1,8,17283378,0,635,294,34915343,-97779711,635,635,0,0,0,635,0,0,0,100,635,95.15746,6.67315,6.67315,0,635,317,318,49.92,50.08,37.6,34.4,39.1,579,0,40,1,0,5,91.18,0,6.3,0.16,0,0.79,256,13455,256
4001350,Aline town,"Aline town, Oklahoma",OK,3,7,40,1350,C1,5,681528,0,214,127,36510112,-98448632,214,214,0,0,0,214,0,0,0,100,214,813.257,0.2631395,0.2631395,0,214,109,105,50.93,49.07,44.7,41.5,45.3,205,0,2,0,0,1,95.79,0,0.93,0,0,0.47,90,12710,90
4001400,Allen town,"Allen town, Oklahoma",OK,3,7,40,1400,C1,8,2363542,0,951,445,34878022,-96411895,951,951,0,0,0,951,0,0,0,100,951,1042.113,0.9125687,0.9125687,0,951,442,509,46.48,53.52,38.6,36,42.1,735,4,136,1,0,9,77.29,0.42,14.3,0.11,0,0.95,379,10928,379
4001700,Altus city,"Altus city, Oklahoma",OK,3,7,40,1700,C1,15,43596397,521220,21447,9264,34643754,-99326603,21447,21447,21075,0,21075,372,98.27,0,98.27,1.73,21447,1274.13,17.03391,16.83266,0.2012442,21447,10664,10783,49.72,50.28,31.6,29.9,33.4,15574,2233,318,295,42,2214,72.62,10.41,1.48,1.38,0.2,10.32,7980,15378,7980
4001800,Alva city,"Alva city, Oklahoma",OK,3,7,40,1800,C1,13,6145503,0,5288,2644,36801931,-98665959,5288,5288,5274,0,5274,14,99.74,0,99.74,0.26,5288,2228.598,2.372792,2.372792,0,5288,2559,2729,48.39,51.61,34.8,28.3,40,5023,69,71,41,2,12,94.99,1.3,1.34,0.78,0.04,0.23,2550,17966,2550
4001900,Amber town,"Amber town, Oklahoma",OK,3,7,40,1900,C1,7,10221621,0,490,176,35159613,-97878766,490,490,0,0,0,490,0,0,0,100,490,124.1578,3.94659,3.94659,0,490,241,249,49.18,50.82,29.1,29.3,28.9,437,1,24,0,6,1,89.18,0.2,4.9,0,1.22,0.2,215,12012,215
4001950,Ames town,"Ames town, Oklahoma",OK,3,7,40,1950,C1,4,763728,0,199,110,36246619,-98186740,199,199,0,0,0,199,0,0,0,100,199,674.8575,0.2948771,0.2948771,0,199,98,101,49.25,50.75,43.6,43,47.5,195,0,0,0,0,4,97.99,0,0,0,0,2.01,106,12566,106
4002000,Amorita town,"Amorita town, Oklahoma",OK,3,7,40,2000,C1,3,661159,0,44,28,36923929,-98292437,44,44,0,0,0,44,0,0,0,100,44,172.3632,0.2552749,0.2552749,0,44,16,28,36.36,63.64,46.5,47.5,45,37,3,2,0,0,0,84.09,6.82,4.55,0,0,0,20,12137,20
4115250,Coos Bay city,"Coos Bay city, Oregon",OR,4,9,41,15250,C1,14,27425385,13836310,15374,7094,43376456,-124237102,15374,15374,15232,0,15232,142,99.08,0,99.08,0.92,15374,1451.884,15.93123,10.589,5.342229,15374,7464,7910,48.55,51.45,40.1,38.3,42,13952,57,349,221,48,207,90.75,0.37,2.27,1.44,0.31,1.35,6446,18158,6446
4115350,Coquille city,"Coquille city, Oregon",OR,4,9,41,15350,C1,12,7044326,27939,4184,1850,43179528,-124187582,4184,4184,4174,0,4174,10,99.76,0,99.76,0.24,4184,1538.332,2.730617,2.71983,0.01078731,4184,2031,2153,48.54,51.46,41.5,39.2,43.7,3876,21,74,15,6,67,92.64,0.5,1.77,0.36,0.14,1.6,1652,14619,1652
4115550,Cornelius city,"Cornelius city, Oregon",OR,4,9,41,15550,C1,13,4905653,0,9652,3003,45518717,-123055308,9652,9652,9632,9632,0,20,99.79,99.79,0,0.21,9652,5095.869,1.894083,1.894083,0,9652,5013,4639,51.94,48.06,28.6,28.1,29.2,6622,73,120,100,27,2347,68.61,0.76,1.24,1.04,0.28,24.32,4594,15290,4594
4115800,Corvallis city,"Corvallis city, Oregon",OR,4,9,41,15800,C1,16,35233734,441646,49322,20909,44570780,-123275998,49322,49322,49146,49146,0,176,99.64,99.64,0,0.36,49322,3625.599,13.77434,13.60382,0.1705205,49322,24564,24758,49.8,50.2,27,25.8,28.6,42433,570,376,3168,141,1244,86.03,1.16,0.76,6.42,0.29,2.52,23881,19317,23881
4115950,Cottage Grove city,"Cottage Grove city, Oregon",OR,4,9,41,15950,C1,13,8538646,62482,8445,3430,43795370,-123060904,8445,8445,8439,0,8439,6,99.93,0,99.93,0.07,8445,2561.583,3.320914,3.29679,0.02412444,8445,4049,4396,47.95,52.05,36.8,34.4,38.7,7840,13,102,78,8,131,92.84,0.15,1.21,0.92,0.09,1.55,3367,14550,3367
4116250,Cove city,"Cove city, Oregon",OR,4,9,41,16250,C1,8,2099085,0,594,247,45298536,-117809329,594,594,0,0,0,594,0,0,0,100,594,732.916,0.8104613,0.8104613,0,594,280,314,47.14,52.86,41.6,40.8,42.5,567,1,8,1,2,11,95.45,0.17,1.35,0.17,0.34,1.85,259,15872,259
4116950,Creswell city,"Creswell city, Oregon",OR,4,9,41,16950,C1,12,3134738,74418,3579,1343,43918174,-123021507,3579,3579,3553,0,3553,26,99.27,0,99.27,0.73,3579,2957.047,1.239062,1.210329,0.02873295,3579,1700,1879,47.5,52.5,31.7,31.1,32.3,3186,11,65,19,6,146,89.02,0.31,1.82,0.53,0.17,4.08,1549,13736,1549
4117300,Culver city,"Culver city, Oregon",OR,4,9,41,17300,C1,8,1595349,0,802,275,44524795,-121212348,802,802,0,0,0,802,0,0,0,100,802,1302.016,0.6159677,0.6159677,0,802,404,398,50.37,49.63,28.5,25.8,30.7,601,2,12,1,0,135,74.94,0.25,1.5,0.12,0,16.83,318,11865,318
4202968,Aristes CDP,"Aristes CDP, Pennsylvania",PA,1,2,42,2968,U1,5,508054,0,230,118,40818984,-76339374,230,230,0,0,0,230,0,0,0,100,230,1172.508,0.1961607,0.1961607,0,230,102,128,44.35,55.65,48.3,45,50,229,0,0,0,0,0,99.57,0,0,0,0,0,76,13302,76
4203008,Arlington Heights CDP,"Arlington Heights CDP, Pennsylvania",PA,1,2,42,3008,U1,13,13670240,44908,5132,2131,41002024,-75207766,5132,5132,5132,0,5132,0,100,0,100,0,5132,972.3179,5.295448,5.27811,0.01733908,5132,2535,2597,49.4,50.6,41.9,39.8,43.7,4648,225,10,101,0,80,90.57,4.38,0.19,1.97,0,1.56,2434,22831,2434
4203032,Armagh borough,"Armagh borough, Pennsylvania",PA,1,2,42,3032,C5,4,147396,0,131,59,40453549,-79030500,131,131,0,0,0,131,0,0,0,100,131,2301.884,0.05690992,0.05690992,0,131,65,66,49.62,50.38,42.3,42.2,42.5,131,0,0,0,0,0,100,0,0,0,0,0,57,18309,57
4203088,Arnold city,"Arnold city, Pennsylvania",PA,1,2,42,3088,C5,13,1904529,127336,5667,2976,40577633,-79764518,5667,5667,5667,5667,0,0,100,100,0,0,5667,7706.61,0.7845075,0.7353428,0.0491647,5667,2629,3038,46.39,53.61,40.2,37.5,42.8,4808,723,10,8,1,15,84.84,12.76,0.18,0.14,0.02,0.26,2309,16631,2309
4203120,Arona borough,"Arona borough, Pennsylvania",PA,1,2,42,3120,C5,7,1383350,5978,407,170,40269740,-79660429,407,407,305,305,0,102,74.94,74.94,0,25.06,407,762.009,0.5364226,0.5341144,0.002308119,407,208,199,51.11,48.89,37.9,37.7,38.4,401,0,1,0,0,1,98.53,0,0.25,0,0,0.25,205,17365,205
4203264,Ashland borough,"Ashland borough, Pennsylvania",PA,1,2,42,3264,C5,12,4508342,0,3283,1724,40781587,-76344426,3283,3283,3283,0,3283,0,100,0,100,0,3283,1886.044,1.740681,1.740681,0,3283,1590,1693,48.43,51.57,40.8,37,43.9,3263,7,0,3,0,2,99.39,0.21,0,0.09,0,0.06,1376,15036,1376
4203272,Ashley borough,"Ashley borough, Pennsylvania",PA,1,2,42,3272,C5,12,2390491,0,2866,1386,41214182,-75899387,2866,2866,2866,2866,0,0,100,100,0,0,2866,3105.18,0.9229738,0.9229738,0,2866,1337,1529,46.65,53.35,40.1,38.3,42.2,2822,11,1,7,0,3,98.46,0.38,0.03,0.24,0,0.1,1312,17676,1312
4203296,Ashville borough,"Ashville borough, Pennsylvania",PA,1,2,42,3296,C5,6,455791,0,279,122,40559222,-78548031,279,279,0,0,0,279,0,0,0,100,279,1585.39,0.1759819,0.1759819,0,279,140,139,50.18,49.82,37.9,36.6,41.5,279,0,0,0,0,0,100,0,0,0,0,0,116,12640,116
4203320,Aspinwall borough,"Aspinwall borough, Pennsylvania",PA,1,2,42,3320,C5,12,860920,106708,2960,1584,40493018,-79903191,2960,2960,2960,2960,0,0,100,100,0,0,2960,8904.852,0.3736033,0.3324031,0.04120019,2960,1283,1677,43.34,56.66,39.7,37.4,41.7,2904,8,1,27,0,5,98.11,0.27,0.03,0.91,0,0.17,1570,31344,1570
4203384,Atglen borough,"Atglen borough, Pennsylvania",PA,1,2,42,3384,C5,9,2288660,0,1217,429,39948106,-75973887,1217,1217,1217,0,1217,0,100,0,100,0,1217,1377.232,0.8836566,0.8836566,0,1217,592,625,48.64,51.36,29.9,29.2,30.5,1073,102,0,2,0,28,88.17,8.38,0,0.16,0,2.3,573,17732,573
4449960,Newport city,"Newport city, Rhode Island",RI,1,1,44,49960,C5,16,20552846,9159021,26475,13226,41488002,-71312622,26475,26475,26124,26124,0,351,98.67,98.67,0,1.33,26475,3336.274,11.47182,7.935499,3.536318,26475,12751,13724,48.16,51.84,34.9,34,35.9,22272,2053,225,353,23,638,84.12,7.75,0.85,1.33,0.09,2.41,12648,25441,12648
4450140,Newport East CDP,"Newport East CDP, Rhode Island",RI,1,1,44,50140,U2,14,14704559,487190,11463,5206,41508602,-71288093,11463,11463,11463,11463,0,0,100,100,0,0,11463,2019.036,5.865567,5.677462,0.1881051,11463,5449,6014,47.54,52.46,41.2,39.2,43.1,10369,463,42,213,13,98,90.46,4.04,0.37,1.86,0.11,0.85,5711,25193,5711
4451940,North Providence CDP,"North Providence CDP, Rhode Island",RI,1,1,44,51940,U1,16,14674927,320994,32411,14867,41859982,-71456312,32411,32411,32411,32411,0,0,100,100,0,0,32411,5720.24,5.789958,5.666021,0.1239365,32411,15117,17294,46.64,53.36,41.2,39,43.2,29812,859,55,598,7,511,91.98,2.65,0.17,1.85,0.02,1.58,16513,23589,16513
4454460,Pascoag CDP,"Pascoag CDP, Rhode Island",RI,1,1,44,54460,U1,12,13004895,1125389,4742,1743,41957401,-71705957,4742,4742,4058,4058,0,684,85.58,85.58,0,14.42,4742,944.3923,5.455733,5.021218,0.4345151,4742,2248,2494,47.41,52.59,37,35.5,38.2,4663,17,15,13,1,8,98.33,0.36,0.32,0.27,0.02,0.17,2300,20322,2300
4454640,Pawtucket city,"Pawtucket city, Rhode Island",RI,1,1,44,54640,C5,17,22626731,671932,72958,31819,41875499,-71375981,72958,72958,72958,72958,0,0,100,100,0,0,72958,8351.199,8.995665,8.736231,0.2594344,72958,34600,38358,47.42,52.58,35.4,34.1,36.6,55004,5334,217,621,42,7841,75.39,7.31,0.3,0.85,0.06,10.75,33192,17008,33192
4459000,Providence city,"Providence city, Rhode Island",RI,1,1,44,59000,C5,18,47828598,5347070,173618,67915,41823550,-71422132,173618,173618,173618,173618,0,0,100,100,0,0,173618,9401.666,20.53124,18.46673,2.064515,173618,83035,90583,47.83,52.17,28.1,27,29.1,94666,25243,1975,10432,270,30477,54.53,14.54,1.14,6.01,0.16,17.55,69570,15525,69570
4470700,Tiverton CDP,"Tiverton CDP, Rhode Island",RI,1,1,44,70700,U1,13,10792472,6246015,7282,3199,41654292,-71200403,7282,7282,7282,7282,0,0,100,100,0,0,7282,1747.542,6.578597,4.166997,2.4116,7282,3487,3795,47.89,52.11,42.2,40.5,43.8,7121,27,15,36,5,19,97.79,0.37,0.21,0.49,0.07,0.26,3638,22238,3638
4472500,Valley Falls CDP,"Valley Falls CDP, Rhode Island",RI,1,1,44,72500,U1,14,9188228,286720,11599,4668,41917366,-71392353,11599,11599,11599,11599,0,0,100,100,0,0,11599,3269.539,3.658298,3.547595,0.1107032,11599,5505,6094,47.46,52.54,38.9,38,39.7,11121,96,13,60,0,165,95.88,0.83,0.11,0.52,0,1.42,5879,20373,5879
4512965,Centerville CDP,"Centerville CDP, South Carolina",SC,3,5,45,12965,U1,13,15225660,4691,5181,2188,34522505,-82714756,5181,5181,5139,5139,0,42,99.19,99.19,0,0.81,5181,881.3232,5.880472,5.878661,0.001811205,5181,2501,2680,48.27,51.73,37.3,36.7,37.8,4688,385,4,56,1,18,90.48,7.43,0.08,1.08,0.02,0.35,2887,21534,2887
4513015,Central town,"Central town, South Carolina",SC,3,5,45,13015,C1,12,6233590,0,3522,1832,34723781,-82779754,3522,3522,3371,0,3371,151,95.71,0,95.71,4.29,3522,1463.352,2.406803,2.406803,0,3522,1894,1628,53.78,46.22,24.3,23.7,26.1,2807,537,1,63,0,75,79.7,15.25,0.03,1.79,0,2.13,1830,14394,1830
4513060,Central Pacolet town,"Central Pacolet town, South Carolina",SC,3,5,45,13060,C1,6,624341,0,267,147,34907065,-81753356,267,267,0,0,0,267,0,0,0,100,267,1107.611,0.2410594,0.2410594,0,267,128,139,47.94,52.06,42.1,40.2,46.8,249,6,0,9,0,3,93.26,2.25,0,3.37,0,1.12,94,11663,94
4513150,Chapin town,"Chapin town, South Carolina",SC,3,5,45,13150,C1,8,4652252,23287,628,261,34165783,-81347260,628,628,0,0,0,628,0,0,0,100,628,349.6183,1.805236,1.796245,0.008991161,628,298,330,47.45,52.55,35.6,34.3,36.8,578,40,1,1,0,3,92.04,6.37,0.16,0.16,0,0.48,352,24124,352
4513330,Charleston city,"Charleston city, South Carolina",SC,3,5,45,13330,C1,17,251206410,44312697,96650,44563,32789295,-79986255,96650,96650,93382,93382,0,3268,96.62,96.62,0,3.38,96650,996.4807,114.1006,96.99134,17.10923,96650,45758,50892,47.34,52.66,33.2,31.1,35.2,60964,32864,145,1197,55,518,63.08,34,0.15,1.24,0.06,0.54,45266,22414,45266
4513600,Cheraw town,"Cheraw town, South Carolina",SC,3,5,45,13600,C1,13,11946744,68322,5524,2568,34696573,-79895087,5524,5524,5481,0,5481,43,99.22,0,99.22,0.78,5524,1197.573,4.639043,4.612664,0.02637927,5524,2432,3092,44.03,55.97,38.6,35.7,41.2,2528,2884,20,45,0,17,45.76,52.21,0.36,0.81,0,0.31,1929,13801,1929
4514018,Cherryvale CDP,"Cherryvale CDP, South Carolina",SC,3,5,45,14018,U1,11,4582689,90384,2461,1309,33955147,-80460221,2461,2461,2461,2461,0,0,100,100,0,0,2461,1390.878,1.804284,1.769386,0.03489746,2461,1267,1194,51.48,48.52,29.3,28.3,30.2,1197,1173,9,26,0,29,48.64,47.66,0.37,1.06,0,1.18,786,14560,786
4607380,Britton city,"Britton city, South Dakota",SD,2,4,46,7380,C5,9,1816458,0,1328,667,45792817,-97752912,1328,1328,0,0,0,1328,0,0,0,100,1328,1893.522,0.7013384,0.7013384,0,1328,621,707,46.76,53.24,44.5,42.1,47.8,1299,0,15,2,0,1,97.82,0,1.13,0.15,0,0.08,592,18327,592
4607420,Broadland town,"Broadland town, South Dakota",SD,2,4,46,7420,C5,3,2586630,0,38,15,44493196,-98348159,38,38,0,0,0,38,0,0,0,100,38,38.04933,0.9987035,0.9987035,0,38,19,19,50,50,39.5,43.5,35.5,38,0,0,0,0,0,100,0,0,0,0,0,23,20059,23
4607580,Brookings city,"Brookings city, South Dakota",SD,2,4,46,7580,C5,14,30926108,179090,18504,7359,44306253,-96788105,18504,18504,18296,0,18296,208,98.88,0,98.88,1.12,18504,1549.666,12.00978,11.94064,0.06914704,18504,9240,9264,49.94,50.06,23.5,23.4,23.6,17670,81,184,348,10,49,95.49,0.44,0.99,1.88,0.05,0.26,10900,17028,10900
4607740,Bruce city,"Bruce city, South Dakota",SD,2,4,46,7740,C5,6,924743,25990,272,117,44437896,-96891374,272,272,0,0,0,272,0,0,0,100,272,761.8081,0.3670801,0.3570453,0.0100348,272,136,136,50,50,34.4,36.3,32.3,270,0,0,1,0,0,99.26,0,0,0.37,0,0,138,16282,138
4608060,Bryant city,"Bryant city, South Dakota",SD,2,4,46,8060,C5,7,1368062,0,396,204,44589916,-97466401,396,396,0,0,0,396,0,0,0,100,396,749.6994,0.5282117,0.5282117,0,396,189,207,47.73,52.27,39.8,37.5,42.8,395,1,0,0,0,0,99.75,0.25,0,0,0,0,149,13989,149
4608140,Buffalo town,"Buffalo town, South Dakota",SD,2,4,46,8140,C5,7,1419000,0,380,243,45584845,-103545001,380,380,0,0,0,380,0,0,0,100,380,693.5838,0.547879,0.547879,0,380,180,200,47.37,52.63,43.6,41.3,44.7,377,0,0,0,0,0,99.21,0,0,0,0,0,164,13208,164
4608340,Buffalo Gap town,"Buffalo Gap town, South Dakota",SD,2,4,46,8340,C5,4,503900,0,164,88,43492562,-103314267,164,164,0,0,0,164,0,0,0,100,164,842.9411,0.1945569,0.1945569,0,164,75,89,45.73,54.27,45.5,47.8,44.5,149,0,11,0,0,0,90.85,0,6.71,0,0,0,59,14680,59
4608460,Bullhead CDP,"Bullhead CDP, South Dakota",SD,2,4,46,8460,U1,7,7795505,198898,308,74,45767129,-101081841,308,308,0,0,0,308,0,0,0,100,308,102.3303,3.086656,3.009861,0.07679495,308,157,151,50.97,49.03,19.8,19.6,19.9,11,0,296,0,0,0,3.57,0,96.1,0,0,0,45,4029,45
4608700,Burke city,"Burke city, South Dakota",SD,2,4,46,8700,C5,8,1446905,0,676,385,43182992,-99291065,676,676,0,0,0,676,0,0,0,100,676,1210.053,0.5586532,0.5586532,0,676,296,380,43.79,56.21,47.6,43.7,49.8,659,0,12,0,0,0,97.49,0,1.78,0,0,0,265,14210,265
4608820,Bushnell town,"Bushnell town, South Dakota",SD,2,4,46,8820,C5,3,1839230,0,75,34,44327310,-96644935,75,75,0,0,0,75,0,0,0,100,75,105.6144,0.7101307,0.7101307,0,75,40,35,53.33,46.67,35.3,33,37.5,62,0,9,1,0,0,82.67,0,12,1.33,0,0,40,15619,40
4700940,Altamont town,"Altamont town, Tennessee",TN,3,6,47,940,C1,9,57099591,0,1136,438,35433954,-85732428,1136,1136,0,0,0,1136,0,0,0,100,1136,51.52798,22.04628,22.04628,0,1136,592,544,52.11,47.89,33.1,33.2,32.8,1112,1,6,1,0,10,97.89,0.09,0.53,0.09,0,0.88,414,10074,414
4701640,Ardmore city,"Ardmore city, Tennessee",TN,3,6,47,1640,C1,9,11746421,21022,1082,480,35004746,-86851402,1082,1082,0,0,0,1082,0,0,0,100,1082,238.572,4.543436,4.535319,0.00811664,1082,488,594,45.1,54.9,40.1,36.9,45.3,1048,19,7,1,0,4,96.86,1.76,0.65,0.09,0,0.37,478,18047,478
4701740,Arlington town,"Arlington town, Tennessee",TN,3,6,47,1740,C1,12,52894353,37104,2569,928,35277689,-89673273,2569,2569,0,0,0,2569,0,0,0,100,2569,125.7919,20.43695,20.42262,0.01432594,2569,1268,1301,49.36,50.64,35.6,35.3,36.2,1907,591,12,16,0,14,74.23,23.01,0.47,0.62,0,0.54,1362,19569,1362
4702180,Ashland City town,"Ashland City town, Tennessee",TN,3,6,47,2180,C1,12,22953841,1887473,3641,1508,36267954,-87054877,3641,3641,2529,0,2529,1112,69.46,0,69.46,30.54,3641,410.8309,9.591285,8.862528,0.7287574,3641,1782,1859,48.94,51.06,33.8,32.6,35.7,3424,136,10,9,0,38,94.04,3.74,0.27,0.25,0,1.04,1684,17228,1684
4702320,Athens city,"Athens city, Tennessee",TN,3,6,47,2320,C1,14,35071559,0,13220,6086,35448171,-84602069,13220,13220,13028,0,13028,192,98.55,0,98.55,1.45,13220,976.2794,13.54121,13.54121,0,13220,6066,7154,45.89,54.11,36.5,34.1,38.7,11413,1232,31,182,9,177,86.33,9.32,0.23,1.38,0.07,1.34,5505,16877,5505
4702340,Atoka town,"Atoka town, Tennessee",TN,3,6,47,2340,C1,12,17276152,3762,3235,1145,35424740,-89782652,3235,3235,2355,0,2355,880,72.8,0,72.8,27.2,3235,484.9813,6.671813,6.67036,0.001452516,3235,1636,1599,50.57,49.43,32.4,32,32.7,2843,301,8,17,2,10,87.88,9.3,0.25,0.53,0.06,0.31,1567,19644,1567
4702380,Atwood town,"Atwood town, Tennessee",TN,3,6,47,2380,C1,9,4926613,1905,1000,460,35979853,-88667450,1000,1000,0,0,0,1000,0,0,0,100,1000,525.7137,1.902912,1.902176,0.000735525,1000,475,525,47.5,52.5,40.7,37.1,44.6,830,159,1,0,0,3,83,15.9,0.1,0,0,0.3,436,14354,436
4702400,Auburntown town,"Auburntown town, Tennessee",TN,3,6,47,2400,C1,6,1464126,0,252,115,35949611,-86095913,252,252,0,0,0,252,0,0,0,100,252,445.7792,0.5653023,0.5653023,0,252,116,136,46.03,53.97,38.5,36.5,39,248,1,0,1,0,0,98.41,0.4,0,0.4,0,0,118,17275,118
4702780,Baileyton town,"Baileyton town, Tennessee",TN,3,6,47,2780,C1,8,3692079,0,504,275,36328094,-82830501,504,504,0,0,0,504,0,0,0,100,504,353.5553,1.42552,1.42552,0,504,236,268,46.83,53.17,41.6,34,45.7,495,5,1,0,0,2,98.21,0.99,0.2,0,0,0.4,218,12410,218
4805072,Avery town,"Avery town, Texas",TX,3,7,48,5072,C1,7,2452668,74495,462,241,33553519,-94780308,462,462,0,0,0,462,0,0,0,100,462,487.8665,0.9757431,0.9469805,0.02876268,462,217,245,46.97,53.03,42.8,36.1,46.1,446,6,1,0,0,0,96.54,1.3,0.22,0,0,0,195,13180,195
4805084,Avinger town,"Avinger town, Texas",TX,3,7,48,5084,C1,7,4841034,2733,464,236,32898288,-94554464,464,464,0,0,0,464,0,0,0,100,464,248.2433,1.870189,1.869134,0.001055217,464,215,249,46.34,53.66,42.3,39.8,43.5,350,105,0,0,0,2,75.43,22.63,0,0,0,0.43,175,11736,175
4805168,Azle city,"Azle city, Texas",TX,3,7,48,5168,C1,13,21236774,112244,9600,3957,32892653,-97536789,9600,9600,9529,9529,0,71,99.26,99.26,0,0.74,9600,1170.794,8.242903,8.199565,0.04333765,9600,4606,4994,47.98,52.02,37.4,36.1,38.7,9206,21,63,49,2,135,95.9,0.22,0.66,0.51,0.02,1.41,4370,20817,4370
4805180,Bacliff CDP,"Bacliff CDP, Texas",TX,3,7,48,5180,U1,13,6522244,13406,6962,2963,29505397,-94988764,6962,6962,6962,6962,0,0,100,100,0,0,6962,2764.615,2.523429,2.518253,0.005176086,6962,3634,3328,52.2,47.8,32.6,32.2,33.2,5754,124,54,208,1,673,82.65,1.78,0.78,2.99,0.01,9.67,3147,14884,3147
4805264,Bailey city,"Bailey city, Texas",TX,3,7,48,5264,C1,5,1036585,0,213,98,33434279,-96165364,213,213,0,0,0,213,0,0,0,100,213,532.197,0.4002277,0.4002277,0,213,108,105,50.7,49.3,32.6,28,34.8,193,0,2,1,0,10,90.61,0,0.94,0.47,0,4.69,111,26677,111
4805288,Bailey's Prairie village,"Bailey's Prairie village, Texas",TX,3,7,48,5288,C1,8,19444208,478564,694,244,29158084,-95491051,694,694,0,0,0,694,0,0,0,100,694,92.4415,7.692225,7.507451,0.1847746,694,354,340,51.01,48.99,39.9,40.3,39.7,561,98,6,1,3,14,80.84,14.12,0.86,0.14,0.43,2.02,363,32267,363
4805336,Baird city,"Baird city, Texas",TX,3,7,48,5336,C1,10,6790540,170297,1623,806,32396035,-99397140,1623,1623,0,0,0,1623,0,0,0,100,1623,619.0304,2.687594,2.621842,0.06575204,1623,782,841,48.18,51.82,41.1,38.5,43.4,1469,3,5,12,1,115,90.51,0.18,0.31,0.74,0.06,7.09,643,13951,643
4805372,Balch Springs city,"Balch Springs city, Texas",TX,3,7,48,5372,C1,14,20868202,17414,19375,6504,32717381,-96615154,19375,19375,19375,19375,0,0,100,100,0,0,19375,2404.664,8.063982,8.057259,0.006723583,19375,9494,9881,49,51,28.4,27.4,29.2,12186,3589,189,123,5,2723,62.9,18.52,0.98,0.63,0.03,14.05,8174,14476,8174
